Type of House,Property Value,bed,bath,Area (Sqft),Latitude,Longitude,Number_of_Parks_Nearby,Number_of_Malls_Nearby,Number_of_Metros_Nearby,Number_of_Clubs_Nearby,Number_of_Restaurants_Nearby,Number_of_Schools_Nearby,Number_of_Colleges_Nearby,Number_of_Universities_Nearby,Number_of_Buses_Nearby,Number_of_Trains_Nearby,Number_of_Airports_Nearby,Number_of_Museums_Nearby,Number_of_Libraries_Nearby,Number_of_Grocery_stores_Nearby,borough,Zip Code,total lot size(sqft),Distance_to_Nearest_Parks_miles_binned,Distance_to_Nearest_Malls_miles_binned,Distance_to_Nearest_Metros_miles_binned,Distance_to_Nearest_Clubs_miles_binned,Distance_to_Nearest_Restaurants_miles_binned,Distance_to_Nearest_Schools_miles_binned,Distance_to_Nearest_Colleges_miles_binned,Distance_to_Nearest_Universities_miles_binned,Distance_to_Nearest_Buses_miles_binned,Distance_to_Nearest_Trains_miles_binned,Distance_to_Nearest_Airports_miles_binned,Distance_to_Nearest_Museums_miles_binned,Distance_to_Nearest_Libraries_miles_binned,Distance_to_Nearest_Grocery_stores_miles_binned,Precinct,Safety_Score
Condo for sale,6668000.0,5,4.5,4000.0,40.791423,-73.9528119,23,1,92,16,1738,220,8,4,1389,96,0,21,24,160,Manhattan,10029,10018.8,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,23.0,62.766447838413015
House for sale,2150000.0,2,2,1160.0,40.7828313,-73.9571147,17,2,101,17,2118,199,9,10,1467,107,0,20,21,176,Manhattan,10128,1160.0,0–1 miles,1–2 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,19.0,45.17588226889556
Condo for sale,1795000.0,2,2,1287.0,40.7034984,-73.98643,26,2,134,40,2630,188,12,17,1412,144,1,38,16,201,Brooklyn,11201,1287.0,0–1 miles,2–3 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,84.0,69.5065204120069
Multi-family home for sale,1900000.0,2,4,3198.0,40.6224462,-74.0028773,2,0,54,0,453,83,1,0,1093,54,0,3,2,82,Brooklyn,11228,2667.0,1–2 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,68.0,69.5065204120069
Co-op for sale,449000.0,Studio,1,545.0,40.755643,-73.965864,16,3,121,44,3299,181,12,21,1590,127,1,41,25,222,Manhattan,10022,545.0,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,17.0,75.10102633709577
Multi-family home for sale,1299000.0,5,5,2967.0,40.8115959,-73.9184259,35,0,74,7,678,223,4,1,1241,79,0,12,8,109,Bronx,10454,1519.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,40.0,21.901610944420632
Condo for sale,5995000.0,3,3.5,1939.0,40.715351,-74.0128441,17,2,111,30,2561,155,11,20,1202,125,1,42,16,162,Manhattan,10007,1939.0,0–1 miles,1–2 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,1.0,55.3387983997714
Multi-family home for sale,609000.0,5,2,2000.0,40.6660929,-73.8874954,26,1,59,6,327,83,0,0,1374,61,0,0,3,58,Brooklyn,11207,2000.0,0–1 miles,1–2 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,75.0,0.0
Pending,365000.0,Studio,1,500.0,40.7552896,-73.962797,16,3,123,45,3285,180,12,21,1602,128,1,38,24,224,Manhattan,10022,13780.0,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,17.0,75.10102633709577
Co-op for sale,245000.0,1,1,550.0,40.6339001,-74.0299973,2,0,36,0,401,47,1,0,838,36,0,2,2,70,Brooklyn,11209,550.0,1–2 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,68.0,69.5065204120069
House for sale,1850000.0,3,2,1728.0,40.6543841,-73.9800207,7,0,87,5,867,147,2,0,1477,89,0,7,5,128,Brooklyn,11218,1828.0,1–2 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,66.0,69.5065204120069
Pending,399999.0,Studio,1,1938.0,40.8308859,-73.861398,38,0,43,3,138,147,1,0,914,47,1,1,4,46,Bronx,10472,1938.0,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,3–4 miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,3–4 miles,0–1 miles,0–1 miles,43.0,21.901610944420632
Condo for sale,3500000.0,2,2.5,2100.0,40.7346105,-73.9855996,22,3,146,40,3236,195,15,23,1520,159,1,46,28,211,Manhattan,10003,2100.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,9.0,62.766447838413015
House for sale,505000.0,2,1,750.0,40.8830488,-73.8480549,30,0,31,1,123,93,1,0,629,40,1,1,6,35,Bronx,10466,2686.0,0–1 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,3–4 miles,2–3 miles,2–3 miles,0–1 miles,47.0,35.425132161737395
Co-op for sale,600000.0,1,1,750.0,40.774596,-73.9835364,14,3,100,19,2327,168,13,16,1433,108,1,28,23,181,Manhattan,10023,800.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,20.0,75.10102633709577
Condo for sale,5000000.0,2,2.5,2180.0,40.720556,-73.9962989,20,2,140,40,3116,186,13,20,1371,155,1,44,18,191,Manhattan,10013,2180.0,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,1.0,55.3387983997714
Co-op for sale,765000.0,1,1,680.0,40.7345894,-73.9877435,22,3,145,40,3226,195,15,23,1525,158,1,46,28,210,Manhattan,10003,13780.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,9.0,62.766447838413015
Pending,1699999.0,6,5,3020.0,40.6727081,-73.816573,14,1,26,7,227,26,1,0,1097,39,0,0,1,48,Queens,11420,4000.0,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,3–4 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,1–2 miles,0–1 miles,106.0,62.766447838413015
House for sale,750000.0,3,1,1025.0,40.7002459,-73.7423565,16,0,3,5,182,27,0,0,1035,13,0,0,2,53,Queens,11411,4000.0,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,1–2 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,105.0,45.17588226889556
Pending,6668000.0,7,6.5,6425.0,40.6914558,-73.9939988,21,0,117,25,2111,164,9,10,1256,123,0,30,13,170,Brooklyn,11201,7170.0,1–2 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,84.0,69.5065204120069
Co-op for sale,545000.0,2,1,920.0,40.7487514,-73.8801504,5,2,36,15,1018,41,0,0,1278,40,1,1,3,142,Queens,11372,920.0,1–2 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,2–3 miles,2–3 miles,0–1 miles,115.0,45.17588226889556
Pending,575000.0,Studio,1,1728.0,40.7609401,-73.8771142,4,2,31,13,892,32,0,0,1133,34,1,1,2,130,Queens,11369,1728.0,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,1–2 miles,2–3 miles,2–3 miles,0–1 miles,115.0,45.17588226889556
Pending,1149000.0,2,2,1640.0,40.7600552,-73.9302572,6,2,84,23,2076,128,6,7,1534,88,1,17,18,188,Queens,11106,2044.0,1–2 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,114.0,35.425132161737395
Co-op for sale,375000.0,1,1,800.0,40.7839299,-73.77643,10,0,0,0,141,16,0,0,526,7,0,1,5,14,Queens,11360,800.0,0–1 miles,4+ miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,1–2 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,109.0,35.425132161737395
House for sale,555000.0,3,1,1549.5,40.595114,-73.7581323,3,0,7,0,47,10,0,0,151,11,0,1,1,6,Queens,11691,1470.0,1–2 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,2–3 miles,0–1 miles,101.0,75.10102633709577
Pending,1549000.0,5,4,2696.0,40.7163423,-73.786694,21,0,14,7,367,35,1,0,1496,23,0,1,3,87,Queens,11432,2696.0,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,103.0,45.17588226889556
Co-op for sale,719000.0,3,2,1275.0,40.7256199,-73.85102,12,2,38,9,791,51,1,0,1502,45,0,1,3,136,Queens,11375,1275.0,1–2 miles,2–3 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,112.0,75.10102633709577
Condo for sale,618000.0,2,1.5,628.0,40.7618167,-73.8201951,13,2,9,1,405,26,0,0,1049,15,1,1,4,75,Queens,11354,628.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,1–2 miles,0–1 miles,0–1 miles,109.0,35.425132161737395
Co-op for sale,880000.0,2,2,1300.0,40.7200199,-73.84074,15,2,39,6,682,47,1,0,1509,45,0,1,3,130,Queens,11375,1300.0,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,112.0,75.10102633709577
Pending,950000.0,4,2,2288.0,40.7013322,-73.8107177,21,0,27,7,408,36,1,0,1422,37,0,1,2,87,Queens,11435,2400.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,103.0,45.17588226889556
Multi-family home for sale,2850000.0,5,4,3575.0,40.6546712,-73.9776439,7,0,87,5,857,150,2,0,1543,89,0,7,5,130,Brooklyn,11218,3050.0,1–2 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,66.0,69.5065204120069
Multi-family home for sale,1900000.0,28,14,6425.0,40.6407236,-74.079651,1,0,8,1,182,22,1,1,571,12,0,7,0,17,Staten Island,10301,10018.8,2–3 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,120.0,55.3387983997714
Pending,769900.0,3,1,1092.0,40.6235223,-74.1277865,3,0,4,1,153,22,1,1,567,6,0,8,0,21,Staten Island,10310,4500.0,2–3 miles,4+ miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,1–2 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,120.0,55.3387983997714
Multi-family home for sale,1299000.0,Studio,1,600.0,40.760492,-73.7918873,15,2,2,1,288,22,0,0,874,10,0,2,4,47,Queens,11358,2500.0,1–2 miles,1–2 miles,1–2 miles,2–3 miles,0–1 miles,1–2 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,0–1 miles,0–1 miles,109.0,35.425132161737395
House for sale,625000.0,4,2,1400.0,40.5951735,-73.8005125,5,0,11,0,32,11,0,0,141,12,0,0,0,7,Queens,11692,3000.0,0–1 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,4+ miles,0–1 miles,101.0,75.10102633709577
Co-op for sale,299000.0,1,1,925.0,40.8364435,-73.8173989,15,0,15,1,89,50,0,0,452,15,1,2,5,22,Bronx,10465,925.0,0–1 miles,4+ miles,1–2 miles,2–3 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,2–3 miles,1–2 miles,0–1 miles,45.0,62.766447838413015
Multi-family home for sale,849000.0,3,2,1549.5,40.7189668,-73.7609353,15,0,6,4,271,23,0,0,1249,17,0,0,3,70,Queens,11423,2400.0,0–1 miles,4+ miles,1–2 miles,2–3 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,2–3 miles,0–1 miles,103.0,45.17588226889556
House for sale,2400000.0,3,3,1634.0,40.5975361,-73.9578205,2,0,41,1,273,68,1,0,1068,41,1,1,3,62,Brooklyn,11229,4000.0,1–2 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,2–3 miles,1–2 miles,0–1 miles,61.0,62.766447838413015
House for sale,715000.0,4,2,1588.0,40.6844295,-73.8722941,24,1,66,13,543,80,1,0,1525,71,0,1,4,82,Brooklyn,11208,1858.0,0–1 miles,1–2 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,3–4 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,3–4 miles,1–2 miles,0–1 miles,75.0,0.0
Condo for sale,2795000.0,3,3,1540.0,40.6748656,-73.9828078,20,0,104,12,1348,180,4,0,1441,106,0,20,11,159,Brooklyn,11215,1540.0,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,78.0,75.10102633709577
Co-op for sale,625000.0,1,1,700.0,40.7489406,-73.9717898,19,3,129,40,3470,190,13,21,1600,136,1,43,24,220,Manhattan,10017,7227.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,17.0,75.10102633709577
Co-op for sale,1375528.0,3,2.5,1656.0,40.7623955,-73.950455,12,2,110,30,2707,172,11,14,1610,116,1,27,20,212,Manhattan,10044,1656.0,0–1 miles,1–2 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,114.0,35.425132161737395
Condo for sale,2200000.0,1,1.5,1430.0,40.753137,-73.9678146,17,3,125,44,3399,182,12,21,1594,131,1,42,25,231,Manhattan,10017,1430.0,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,17.0,75.10102633709577
Multi-family home for sale,6250000.0,12,12,6000.0,40.7281378,-73.9833304,25,3,155,42,3208,194,16,22,1533,166,1,46,25,214,Manhattan,10009,2500.0,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,9.0,62.766447838413015
Condo for sale,6250000.0,3,3.5,2835.0,40.7475161,-73.9712955,18,3,132,40,3448,196,13,21,1606,139,1,44,24,222,Manhattan,10016,2835.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,17.0,75.10102633709577
Condo for sale,550000.0,1,1,768.0,40.6866067,-73.9081529,34,1,84,22,680,136,2,0,1780,86,0,2,4,105,Brooklyn,11207,768.0,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,75.0,0.0
Condo for sale,425000.0,1,1,688.0,40.57896,-73.9673019,0,0,27,0,212,43,1,0,678,27,0,0,1,39,Brooklyn,11235,688.0,4+ miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,61.0,62.766447838413015
Co-op for sale,1199000.0,2,2,1263.5,40.7928489,-73.97408,14,1,75,7,1614,182,6,6,1240,81,0,17,24,132,Manhattan,10025,1263.5,0–1 miles,1–2 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,24.0,69.5065204120069
Condo for sale,580000.0,1,1.5,990.0,40.7318677,-73.8571116,13,2,35,8,799,44,1,0,1391,41,0,1,4,126,Queens,11374,990.0,1–2 miles,2–3 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,112.0,75.10102633709577
House for sale,3200000.0,6,5,5000.0,40.8078853,-73.9424175,32,0,72,3,973,220,5,2,1196,75,0,18,12,124,Manhattan,10027,5000.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,26.0,85.32013501928847
Condo for sale,1480000.0,2,2,1463.0,40.7215811,-73.8429738,15,2,40,7,737,51,1,0,1552,46,0,1,3,130,Queens,11375,1463.0,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,112.0,75.10102633709577
House for sale,889000.0,4,2.5,2050.0,40.8531268,-73.8574378,39,0,49,3,153,138,0,0,1018,55,1,1,4,56,Bronx,10461,2500.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,3–4 miles,0–1 miles,0–1 miles,49.0,55.3387983997714
House for sale,629799.0,2,1.5,1806.0,40.6003212,-74.1234932,4,0,5,1,177,19,0,1,586,5,0,4,1,27,Staten Island,10314,1260.0,1–2 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,0–1 miles,1–2 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,122.0,69.5065204120069
Co-op for sale,585000.0,1,1,609.5,40.746677,-74.0013927,20,3,124,36,3167,152,14,23,1548,139,1,47,29,183,Manhattan,10011,2500.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,10.0,75.10102633709577
Co-op for sale,549000.0,Studio,1,515.0,40.7839637,-73.970539,13,2,94,11,2066,187,10,10,1398,100,0,24,22,165,Manhattan,10024,11325.6,0–1 miles,1–2 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,20.0,75.10102633709577
House for sale,674999.0,3,1,1600.0,40.8311742,-73.8582681,37,0,40,3,136,139,0,0,878,44,1,0,4,43,Bronx,10472,2060.0,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,43.0,21.901610944420632
House for sale,650000.0,3,1.5,1440.0,40.624676,-74.161785,4,0,0,2,97,20,0,0,326,1,0,3,0,12,Staten Island,10303,1900.0,1–2 miles,4+ miles,4+ miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,2–3 miles,4+ miles,1–2 miles,4+ miles,0–1 miles,121.0,62.766447838413015
House for sale,1375000.0,4,3,1160.0,40.6574432,-74.0032633,4,0,76,3,840,112,1,0,1107,77,0,8,5,113,Brooklyn,11232,2504.0,1–2 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,0–1 miles,0–1 miles,72.0,62.766447838413015
Condo for sale,6668000.0,6,4.5+,6425.0,40.6935342,-74.0002618,19,0,113,22,2145,163,9,13,1141,122,0,29,13,165,Brooklyn,11201,8500.0,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,84.0,69.5065204120069
Co-op for sale,220000.0,Studio,1,500.0,40.5864812,-73.945642,3,0,27,1,191,47,1,0,798,27,1,1,2,35,Brooklyn,11235,500.0,2–3 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,2–3 miles,1–2 miles,0–1 miles,61.0,62.766447838413015
Co-op for sale,489000.0,3,1.5,1100.0,40.7564399,-73.87699,4,2,32,13,934,34,0,0,1209,36,1,1,3,132,Queens,11372,1100.0,1–2 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,1–2 miles,2–3 miles,2–3 miles,0–1 miles,115.0,45.17588226889556
Co-op for sale,599999.0,2,1,1120.0,40.5767301,-73.9729857,0,0,27,0,207,43,1,0,647,27,0,0,1,39,Brooklyn,11224,1120.0,4+ miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,60.0,62.766447838413015
Condo for sale,718000.0,2,2,763.0,40.7669822,-73.8213762,13,2,5,2,318,24,0,0,919,11,1,2,5,60,Queens,11435,763.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,2–3 miles,2–3 miles,0–1 miles,0–1 miles,103.0,45.17588226889556
House for sale,1400000.0,9,4,3372.0,40.7102537,-73.8073336,21,0,22,7,419,39,1,0,1475,28,0,1,2,91,Queens,11432,4000.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,1–2 miles,1–2 miles,0–1 miles,103.0,45.17588226889556
House for sale,850000.0,2,1,1100.0,40.7395253,-73.8281043,12,2,25,4,635,37,1,0,1423,34,0,1,3,118,Queens,11367,2700.0,0–1 miles,1–2 miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,107.0,62.766447838413015
House for sale,770000.0,3,2,1089.0,40.7048683,-73.7399063,17,0,2,5,193,25,0,0,968,12,0,0,1,52,Queens,11429,5000.0,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,0–1 miles,0–1 miles,105.0,45.17588226889556
Townhouse for sale,2345000.0,8,6,4520.0,40.8082963,-73.9402414,32,0,74,5,963,215,5,2,1202,77,0,18,11,123,Manhattan,10035,4520.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,1–2 miles,0–1 miles,25.0,55.3387983997714
Co-op for sale,129990.0,Studio,1,500.0,40.7060189,-73.8002636,22,0,20,7,387,39,1,0,1486,27,0,1,2,86,Queens,11432,500.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,2–3 miles,1–2 miles,0–1 miles,103.0,45.17588226889556
Multi-family home for sale,858000.0,5,3,1440.0,40.5893933,-73.982553,1,0,36,0,239,54,1,0,869,36,0,0,2,55,Brooklyn,11223,2000.0,2–3 miles,4+ miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,4+ miles,1–2 miles,0–1 miles,61.0,62.766447838413015
Condo for sale,4650000.0,3,2.5+,2010.0,40.7703707,-73.9809299,16,3,103,25,2643,171,13,21,1487,111,1,30,25,185,Manhattan,10023,2010.0,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,2–3 miles,0–1 miles,0–1 miles,0–1 miles,20.0,75.10102633709577
Multi-family home for sale,1038000.0,Studio,1,600.0,40.7239607,-73.8029169,19,2,19,6,515,33,1,0,1498,30,0,1,2,108,Queens,11366,3150.0,1–2 miles,2–3 miles,1–2 miles,1–2 miles,0–1 miles,0–1 miles,1–2 miles,4+ miles,0–1 miles,1–2 miles,4+ miles,1–2 miles,0–1 miles,0–1 miles,107.0,62.766447838413015
Multi-family home for sale,2499000.0,40,16,6425.0,40.6712694,-73.9372667,34,0,107,21,917,195,3,0,1912,110,0,8,4,128,Brooklyn,11213,5417.0,0–1 miles,4+ miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,0–1 miles,4+ miles,0–1 miles,2–3 miles,0–1 miles,77.0,62.766447838413015
